A,B,C,D,E,R1,R2,B1,B2,G1,G2,LAT,CLK,OE,Label
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1965200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1962800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1962000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1960400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1958000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1955200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1952800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1950000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1947600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1945200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1942800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1940400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1938000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1935200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1932800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1930000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1927600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1925200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1922800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1922000e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1918000e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1915200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1912800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1910000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1909600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1905200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1902800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1898000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1895200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1890000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1887600e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1887200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1885200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1882800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1882000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1880400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1878000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1875200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1872800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1867600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1865200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1860400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1858000e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1857200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1852800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1850000e-04
1,0,0,1,0,1,0,0,0,0,0,0,0,0,-9.1849600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1849200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1845200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1842800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1838000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1835200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1832800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1830000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1827600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1824800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1819600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1817200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1812400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1810000e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1809200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1804800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1802000e-04
1,0,0,1,0,1,0,0,0,0,0,0,0,0,-9.1801600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1801200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1797200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1794800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1790000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1787200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1784800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1782000e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1777200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1774800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1774000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1772400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1770000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1767200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1764800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1762400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1759600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1757200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1754800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1754400e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1750000e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1747200e-04
1,0,0,1,0,1,0,0,0,0,0,0,0,0,-9.1746800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1746400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1744800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1742000e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1737200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1734800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1734000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1732400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1730000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1727200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1724800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1722000e-04
1,0,0,1,0,0,0,0,0,1,0,0,0,0,-9.1719600e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1719200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1717200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1714800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1714000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1710000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1707200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1704800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1702000e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1699600e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1697200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1696400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1692400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1690000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1684800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1682000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1677200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1674800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1670000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1667200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1666800e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1664800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1662000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1661600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1659600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1657200e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1656800e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1652400e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1650000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1649200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1647200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1644800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1642400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1639600e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1637200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1634800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1632400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1630000e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1629200e-04
1,0,0,1,0,1,0,0,0,1,0,0,1,0,-9.1624800e-04
1,0,0,1,0,1,0,0,0,1,0,0,0,0,-9.1622000e-04
1,0,0,1,0,1,0,0,0,0,0,0,0,0,-9.1621600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1621200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1619600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1617200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1614800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1612400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1610000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1607200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1604800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1602000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1599600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1597200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1594800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1592400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1590000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1587200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1584800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1582000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1579600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1577200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1574800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1572400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1570000e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1567200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1564800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1562000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1559600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1557200e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1554800e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1552400e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1549200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1546800e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1544400e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1542000e-04
1,0,0,1,0,0,0,0,0,0,0,0,1,0,-9.1539600e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.1537200e-04
1,0,0,1,0,0,0,0,0,0,0,0,0,1,-7.9168400e-04
0,0,0,1,0,0,0,0,0,0,0,0,0,1,-7.9146800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,1,-7.9144400e-04
0,1,0,1,0,0,0,0,0,0,0,1,0,1,-7.9142800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,1,-7.9139600e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,1,-7.9112800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,1,-7.9110000e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,1,-7.9107600e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,1,-7.9105200e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,1,-7.9102800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,1,-7.9100400e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,1,-7.9098000e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,1,-7.9095200e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,1,-7.9092800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,1,-7.9090000e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,1,-7.9089600e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,1,-7.9087600e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9085200e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9082800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9080400e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9078000e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9075200e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9074800e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9072800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9070000e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9067600e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9065200e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9062800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9060400e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9058000e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9055200e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9054800e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9052800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9050000e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9047600e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9045200e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9042800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9040400e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9039600e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9038000e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9035200e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9032800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9030000e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9027600e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9025200e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9022800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9020400e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9019600e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9018000e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9015200e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9012800e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9010000e-04
0,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.9007600e-04
0,1,0,1,0,0,0,0,0,0,0,0,0,0,-7.9005200e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9004800e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.9002800e-04
0,1,0,1,0,1,0,0,0,1,0,0,0,0,-7.9000400e-04
0,1,0,1,0,1,0,0,0,1,0,0,1,0,-7.8998000e-04
